id,name,website,fax,industry,lead_provide_by,description,lead_source,lead_status,assign_to,assign_by,created_at,updated_at
1152,"Plus Print Shop A",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:19.000000Z,2026-06-19T01:21:19.000000Z
1153,"Aura Grafix Corp.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:20.000000Z,2026-06-19T01:21:20.000000Z
1154,"Master Stitch",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:21.000000Z,2026-06-19T01:21:21.000000Z
1155,"Guy Norelli Graphics",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:21.000000Z,2026-06-19T01:21:21.000000Z
1156,"American Solutions For Business - Datha",www.americanbus.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:22.000000Z,2026-06-19T01:21:22.000000Z
1157,"A Door Real Estate",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:22.000000Z,2026-06-19T01:21:22.000000Z
1158,"Rupesh Parekh",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:23.000000Z,2026-06-19T01:21:23.000000Z
1159,"White Imprints",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:23.000000Z,2026-06-19T01:21:23.000000Z
1160,TheZonePrinting,,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:23.000000Z,2026-06-19T01:21:23.000000Z
1161,"American Wholesale Print Shop",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:24.000000Z,2026-06-19T01:21:24.000000Z
1162,"Fann Emblem",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:24.000000Z,2026-06-19T01:21:24.000000Z
1163,"Adventures In Advertising  JNC Designs Inc",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:24.000000Z,2026-06-19T01:21:24.000000Z
1164,"Completet Management Solutions",@cmsworkplace.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:25.000000Z,2026-06-19T01:21:25.000000Z
1165,"Mad Monkey Inkz",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:25.000000Z,2026-06-19T01:21:25.000000Z
1166,"Mail & More",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:25.000000Z,2026-06-19T01:21:25.000000Z
1167,"Paramount Printing And Design",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:26.000000Z,2026-06-19T01:21:26.000000Z
1168,"Sunview Glass Tinting",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:26.000000Z,2026-06-19T01:21:26.000000Z
1169,"More Than Enough Clothing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:26.000000Z,2026-06-19T01:21:26.000000Z
1170,"Graphical Creations Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:27.000000Z,2026-06-19T01:21:27.000000Z
1171,"Freedom Expressions",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:27.000000Z,2026-06-19T01:21:27.000000Z
1172,"City Cap",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:28.000000Z,2026-06-19T01:21:28.000000Z
1173,"Stitch Of The Time Spirit Shop",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:28.000000Z,2026-06-19T01:21:28.000000Z
1174,"William B Strickland",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:29.000000Z,2026-06-19T01:21:29.000000Z
1175,"Eat. Sleep. Baseball.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:29.000000Z,2026-06-19T01:21:29.000000Z
1176,"Complete Graphics Solution",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:29.000000Z,2026-06-19T01:21:29.000000Z
1177,Etchwerx,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:30.000000Z,2026-06-19T01:21:30.000000Z
1178,"MLS Designs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:30.000000Z,2026-06-19T01:21:30.000000Z
1179,Burlebo,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:31.000000Z,2026-06-19T01:21:31.000000Z
1180,"Brian Kalt",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:31.000000Z,2026-06-19T01:21:31.000000Z
1181,"DJ Jimmy Hoffa",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:32.000000Z,2026-06-19T01:21:32.000000Z
1182,"Jam 4 Apparel",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:32.000000Z,2026-06-19T01:21:32.000000Z
1183,"Aero Designs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:32.000000Z,2026-06-19T01:21:32.000000Z
1184,"Signature Sign Worx",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:33.000000Z,2026-06-19T01:21:33.000000Z
1185,"McCutchen Design",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:33.000000Z,2026-06-19T01:21:33.000000Z
1186,Jamie,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:33.000000Z,2026-06-19T01:21:33.000000Z
1187,"Project For Masonic Grand Master 2025",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:34.000000Z,2026-06-19T01:21:34.000000Z
1188,"Digital Roominc",https://www.digitalroominc.com/,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:34.000000Z,2026-06-19T01:21:34.000000Z
1189,"OHKG Healthcare",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:34.000000Z,2026-06-19T01:21:34.000000Z
1190,"Pacific West Printing & Promotions",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:35.000000Z,2026-06-19T01:21:35.000000Z
1191,"PEP ATHLETIC SOLUTIONS",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:35.000000Z,2026-06-19T01:21:35.000000Z
1192,"Universal Sign Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:36.000000Z,2026-06-19T01:21:36.000000Z
1193,"Merch Unlimited",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:36.000000Z,2026-06-19T01:21:36.000000Z
1194,Swagify.com,,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:37.000000Z,2026-06-19T01:21:37.000000Z
1195,"Hinkle Insurance Agency",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:37.000000Z,2026-06-19T01:21:37.000000Z
1196,"Your Company Store",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:37.000000Z,2026-06-19T01:21:37.000000Z
1197,Gotz2BKappin,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:38.000000Z,2026-06-19T01:21:38.000000Z
1198,Meadsigns,,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:38.000000Z,2026-06-19T01:21:38.000000Z
1199,"Celestial Print And Mail",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:39.000000Z,2026-06-19T01:21:39.000000Z
1200,"Smokey Bears Grabba LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:40.000000Z,2026-06-19T01:21:40.000000Z
1201,"Peregrine Corporation",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:40.000000Z,2026-06-19T01:21:40.000000Z
1202,"Dama Creative Solutions LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:40.000000Z,2026-06-19T01:21:40.000000Z
1203,"E And J Embroidery",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:41.000000Z,2026-06-19T01:21:41.000000Z
1204,"THE FIRESTONE GROUP INC.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:41.000000Z,2026-06-19T01:21:41.000000Z
1205,"Anahston Productions",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:41.000000Z,2026-06-19T01:21:41.000000Z
1206,"Screen Printing DONE",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:42.000000Z,2026-06-19T01:21:42.000000Z
1207,"Congregation Beth El",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:42.000000Z,2026-06-19T01:21:42.000000Z
1208,"Uncle Jedz Tees Inc",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:43.000000Z,2026-06-19T01:21:43.000000Z
1209,"Pegastian Press",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:43.000000Z,2026-06-19T01:21:43.000000Z
1210,"Vetter Promotional Products",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:43.000000Z,2026-06-19T01:21:43.000000Z
1211,"Sign Crafters",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:44.000000Z,2026-06-19T01:21:44.000000Z
1212,"Deters Ink",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:44.000000Z,2026-06-19T01:21:44.000000Z
1213,"ALT LYFE",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:44.000000Z,2026-06-19T01:21:44.000000Z
1214,"Royal Flush Ink SCREEN PRINTING & MORE",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:45.000000Z,2026-06-19T01:21:45.000000Z
1215,"Violeta S Design",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:45.000000Z,2026-06-19T01:21:45.000000Z
1216,"Radiate Design.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:46.000000Z,2026-06-19T01:21:46.000000Z
1217,Habits365Greek,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:46.000000Z,2026-06-19T01:21:46.000000Z
1218,"Print And Digital",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:46.000000Z,2026-06-19T01:21:46.000000Z
1219,"Learn By Logic",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:47.000000Z,2026-06-19T01:21:47.000000Z
1220,"Hershey Eagles Military HC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:47.000000Z,2026-06-19T01:21:47.000000Z
1221,"Minuteman Press Fullerton",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:47.000000Z,2026-06-19T01:21:47.000000Z
1222,"Tease Shirts",www.teaseshirts.org,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:48.000000Z,2026-06-19T01:21:48.000000Z
1223,"American Diversity",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:48.000000Z,2026-06-19T01:21:48.000000Z
1224,"Killer Creative Group",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:48.000000Z,2026-06-19T01:21:48.000000Z
1225,"Decade Creative LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:49.000000Z,2026-06-19T01:21:49.000000Z
1226,"Lyons Presentations",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:49.000000Z,2026-06-19T01:21:49.000000Z
1227,"Send It Digital Media",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:50.000000Z,2026-06-19T01:21:50.000000Z
1228,"Blue Link Outfitters LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:50.000000Z,2026-06-19T01:21:50.000000Z
1229,"Independent Dealer For Kaeser & Blair Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:50.000000Z,2026-06-19T01:21:50.000000Z
1230,"High Point Graphics And Printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:51.000000Z,2026-06-19T01:21:51.000000Z
1231,"Amir & Jeremiah Retail LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:52.000000Z,2026-06-19T01:21:52.000000Z
1232,"EJ Travels Unlimited",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:52.000000Z,2026-06-19T01:21:52.000000Z
1233,"Nails And Beauty Llc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:52.000000Z,2026-06-19T01:21:52.000000Z
1234,"The Press Graphics LLC",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:21:53.000000Z,2026-06-19T01:21:53.000000Z
1235,"Xtreme Ink",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:53.000000Z,2026-06-19T01:21:53.000000Z
1236,"Pisgah Graphics LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:54.000000Z,2026-06-19T01:21:54.000000Z
1237,"American Athlete LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:55.000000Z,2026-06-19T01:21:55.000000Z
1238,"Impact Printers & Lithographers",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:55.000000Z,2026-06-19T01:21:55.000000Z
1239,"Midwest Synthetic Turf LLC",www.weinsurefun.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:56.000000Z,2026-06-19T01:21:56.000000Z
1240,"Staerk Design LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:56.000000Z,2026-06-19T01:21:56.000000Z
1241,"KOLORKRAZE LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:57.000000Z,2026-06-19T01:21:57.000000Z
1242,"Summit County Signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:57.000000Z,2026-06-19T01:21:57.000000Z
1243,"Pixel Print",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:58.000000Z,2026-06-19T01:21:58.000000Z
1244,"Xpress Imaging",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:58.000000Z,2026-06-19T01:21:58.000000Z
1245,"American Branding Solutions Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:58.000000Z,2026-06-19T01:21:58.000000Z
1246,BmorePromo,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:59.000000Z,2026-06-19T01:21:59.000000Z
1247,"KNOD Designs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:21:59.000000Z,2026-06-19T01:21:59.000000Z
1248,"Public Image Co.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:00.000000Z,2026-06-19T01:22:00.000000Z
1249,"Charlie’s Trophy Shop",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:00.000000Z,2026-06-19T01:22:00.000000Z
1250,"Tootbrand L.L.C",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:01.000000Z,2026-06-19T01:22:01.000000Z
1251,"Surface Apparel Co.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:01.000000Z,2026-06-19T01:22:01.000000Z
1252,"New Images Of SC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:01.000000Z,2026-06-19T01:22:01.000000Z
1253,"Visual Identity Products",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:02.000000Z,2026-06-19T01:22:02.000000Z
1254,"PETCAN Recycling LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:02.000000Z,2026-06-19T01:22:02.000000Z
1255,"146 Sign Company LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:02.000000Z,2026-06-19T01:22:02.000000Z
1256,"Riviera Labels Ltd",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:03.000000Z,2026-06-19T01:22:03.000000Z
1257,"Walsh Innovative Designs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:03.000000Z,2026-06-19T01:22:03.000000Z
1258,"MVM Customer Doormats And More LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:04.000000Z,2026-06-19T01:22:04.000000Z
1259,"In Living Color Creations LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:04.000000Z,2026-06-19T01:22:04.000000Z
1260,"Zenith Printshop",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:04.000000Z,2026-06-19T01:22:04.000000Z
1261,"Print This Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:05.000000Z,2026-06-19T01:22:05.000000Z
1262,ENFUSE,www.enfuse.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:05.000000Z,2026-06-19T01:22:05.000000Z
1263,"BLACK PURPLE & GOLD SHOP OF",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:05.000000Z,2026-06-19T01:22:05.000000Z
1264,"The Ink Spot",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:06.000000Z,2026-06-19T01:22:06.000000Z
1265,"Cloth Tattoo",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:06.000000Z,2026-06-19T01:22:06.000000Z
1266,"Ace Advertising",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:07.000000Z,2026-06-19T01:22:07.000000Z
1267,"AC4Design LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:07.000000Z,2026-06-19T01:22:07.000000Z
1268,"BAY PRINTERS CHICAGO",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:07.000000Z,2026-06-19T01:22:07.000000Z
1269,"GC Designs  LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:07.000000Z,2026-06-19T01:22:07.000000Z
1270,"Rocket Media Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:08.000000Z,2026-06-19T01:22:08.000000Z
1271,"HANIGAN Printing & Promtional Products",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:08.000000Z,2026-06-19T01:22:08.000000Z
1272,"SignCrafters Of Florida",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:09.000000Z,2026-06-19T01:22:09.000000Z
1273,"CR3 Print Solutions",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:09.000000Z,2026-06-19T01:22:09.000000Z
1274,"Talk Of The Town Silk Screen",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:09.000000Z,2026-06-19T01:22:09.000000Z
1275,Finchfinishes.com,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:10.000000Z,2026-06-19T01:22:10.000000Z
1276,"Minuteman Press Manalapan",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:10.000000Z,2026-06-19T01:22:10.000000Z
1277,"BDA Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:10.000000Z,2026-06-19T01:22:10.000000Z
1278,"Midwest Monograms Promotions LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:11.000000Z,2026-06-19T01:22:11.000000Z
1279,"Saturn Signs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:11.000000Z,2026-06-19T01:22:11.000000Z
1280,"West Stella LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:11.000000Z,2026-06-19T01:22:11.000000Z
1281,"Luxury Glass Tinting Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:12.000000Z,2026-06-19T01:22:12.000000Z
1282,"Melodys Reflections",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:12.000000Z,2026-06-19T01:22:12.000000Z
1283,"4 Tech Signs And Graphics LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:12.000000Z,2026-06-19T01:22:12.000000Z
1284,"ADVANCED HEALTH & SOUL",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:13.000000Z,2026-06-19T01:22:13.000000Z
1285,"Hi Tech Ad Specialties",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:13.000000Z,2026-06-19T01:22:13.000000Z
1286,Forumlightdesigns,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:14.000000Z,2026-06-19T01:22:14.000000Z
1287,"Printing Paradise And Promotions LLC Dba Minuteman Press",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:14.000000Z,2026-06-19T01:22:14.000000Z
1288,"Alrho Creative Promotions  Inc.",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:14.000000Z,2026-06-19T01:22:14.000000Z
1289,"Cooleys Creations",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:15.000000Z,2026-06-19T01:22:15.000000Z
1290,"Cacklin Hens  Co",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:15.000000Z,2026-06-19T01:22:15.000000Z
1291,"GS Promotions Inc.",www.gspromotions.ca,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:15.000000Z,2026-06-19T01:22:15.000000Z
1292,M3Designs,,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:16.000000Z,2026-06-19T01:22:16.000000Z
1293,"DHS SIGNS & GRAPHICS",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:16.000000Z,2026-06-19T01:22:16.000000Z
1294,"The Print Shop",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:16.000000Z,2026-06-19T01:22:16.000000Z
1295,"King S Embroidery Services",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:17.000000Z,2026-06-19T01:22:17.000000Z
1296,Promoz,,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:17.000000Z,2026-06-19T01:22:17.000000Z
1297,"The   Scrub    Shoppe    LLC",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:18.000000Z,2026-06-19T01:22:18.000000Z
1298,"FUNdamentals Go Learning Hub LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:18.000000Z,2026-06-19T01:22:18.000000Z
1299,"Portson Designs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:19.000000Z,2026-06-19T01:22:19.000000Z
1300,"Look What Lisa Made",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:20.000000Z,2026-06-19T01:22:20.000000Z
1301,"Hall Letter Shop Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:20.000000Z,2026-06-19T01:22:20.000000Z
1302,"Ncredible Designs",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:21.000000Z,2026-06-19T01:22:21.000000Z
1303,"FASTSIGNS San Antonio NW",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:21.000000Z,2026-06-19T01:22:21.000000Z
1304,"XOXO Frances",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:22.000000Z,2026-06-19T01:22:22.000000Z
1305,Talbot,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:22.000000Z,2026-06-19T01:22:22.000000Z
1306,"Kevin Carpenter Interiors  LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:23.000000Z,2026-06-19T01:22:23.000000Z
1307,T-7,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:23.000000Z,2026-06-19T01:22:23.000000Z
1308,"The Print Shoppe",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:23.000000Z,2026-06-19T01:22:23.000000Z
1309,"Freedom Printers LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:24.000000Z,2026-06-19T01:22:24.000000Z
1310,"Lazy M Branding Specialist",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:24.000000Z,2026-06-19T01:22:24.000000Z
1311,"Sir Speedy Chicago Milwaukee Ave",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:25.000000Z,2026-06-19T01:22:25.000000Z
1312,"Crafty Beignet",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:25.000000Z,2026-06-19T01:22:25.000000Z
1313,"Revival Inc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:26.000000Z,2026-06-19T01:22:26.000000Z
1314,Faststitch,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:26.000000Z,2026-06-19T01:22:26.000000Z
1315,"Tryall Inc",www.tryallworkwear.com,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:27.000000Z,2026-06-19T01:22:27.000000Z
1316,"Strategic Factory",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:27.000000Z,2026-06-19T01:22:27.000000Z
1317,"CV Graphics",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:28.000000Z,2026-06-19T01:22:28.000000Z
1318,"PrintSource Group",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:28.000000Z,2026-06-19T01:22:28.000000Z
1319,"MB Screen Print",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:29.000000Z,2026-06-19T01:22:29.000000Z
1320,"yulshootz llc",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:29.000000Z,2026-06-19T01:22:29.000000Z
1321,"Collegiate Productions CPS INC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:29.000000Z,2026-06-19T01:22:29.000000Z
1322,"Proforma Advantage Systems",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:30.000000Z,2026-06-19T01:22:30.000000Z
1323,legacy-logos,,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:30.000000Z,2026-06-19T01:22:30.000000Z
1324,"Sam V. Lane-Graphic Design",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:31.000000Z,2026-06-19T01:22:31.000000Z
1325,"929 Design Co.     ",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:31.000000Z,2026-06-19T01:22:31.000000Z
1326,"Synergy Printing",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:31.000000Z,2026-06-19T01:22:31.000000Z
1327,"Cashland Apparel",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:32.000000Z,2026-06-19T01:22:32.000000Z
1328,"  Hoopla",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:32.000000Z,2026-06-19T01:22:32.000000Z
1329,"Dionne F Hobbs, LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:33.000000Z,2026-06-19T01:22:33.000000Z
1330,"HMD Fitness",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:33.000000Z,2026-06-19T01:22:33.000000Z
1331,"Lisa - Individual",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:33.000000Z,2026-06-19T01:22:33.000000Z
1332,"Artimus Concepts LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:34.000000Z,2026-06-19T01:22:34.000000Z
1333,"U.S. Military Name Tapes LLC",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:34.000000Z,2026-06-19T01:22:34.000000Z
1334,"Sew Funky Creations",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:34.000000Z,2026-06-19T01:22:34.000000Z
1335,"printing discounters",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:35.000000Z,2026-06-19T01:22:35.000000Z
1336,"Lb Graphics ",,,Graphics,53,Blacklisted,"click.com - Retention",new,,,2026-06-19T01:22:35.000000Z,2026-06-19T01:22:35.000000Z
1337,"pony express IT",,,Graphics,53,,"click.com - Retention",new,,,2026-06-19T01:22:35.000000Z,2026-06-19T01:22:35.000000Z
